instname,n,p,q,nonzeroA,nonzeroG,cbfbytes,epinormeucldim,epinorminfdim,epinormspectraldim,epiperexpdim,epipersquaredim,hypogeomeandim,hypoperlogdim,hypoperlogdettridim,nonnegativedim,nonpositivedim,semidefiniterealdim,semidefinitecomplexdim,powerdim,wsospolyinterprealdim,wsospolyinterpcomplexdim,epinormeucl,epinorminf,epinormspectral,epiperexp,epipersquare,hypogeomean,hypoperlog,hypoperlogdettri,nonnegative,nonpositive,semidefinitereal,semidefinitecomplex,power,wsospolyinterpreal,wsospolyinterpcomplex,isdiscrete
turbine07_aniso,83,64,127,302,94,2555,75,0,0,0,0,0,0,0,8,44,0,0,0,0,0,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,true
turbine07_lowb,212,145,421,565,268,3775,86,0,0,0,0,0,0,0,126,209,0,0,0,0,0,27,0,0,0,0,0,0,0,1,1,0,0,0,0,0,true
turbine07_lowb_aniso,210,145,426,565,266,3998,75,0,0,0,0,0,0,0,135,216,0,0,0,0,0,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,true
turbine54,366,346,497,2088,377,12857,366,0,0,0,0,0,0,0,0,131,0,0,0,0,0,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,true
turbine54GF,369,357,512,2970,381,20028,357,0,0,0,0,0,0,0,12,143,0,0,0,0,0,119,0,0,0,0,0,0,0,1,1,0,0,0,0,0,true
uflquad-nopsc-10-100,3011,1102,7020,2001,8020,35574,0,0,0,0,3000,0,0,0,3010,1010,0,0,0,0,0,0,0,0,0,1000,0,0,0,1,1,0,0,0,0,0,true
uflquad-nopsc-10-150,4511,1652,10520,3001,12020,54636,0,0,0,0,4500,0,0,0,4510,1510,0,0,0,0,0,0,0,0,0,1500,0,0,0,1,1,0,0,0,0,0,true
uflquad-nopsc-20-100,6021,2102,14040,4001,16040,71789,0,0,0,0,6000,0,0,0,6020,2020,0,0,0,0,0,0,0,0,0,2000,0,0,0,1,1,0,0,0,0,0,true
uflquad-nopsc-20-150,9021,3152,21040,6001,24040,105766,0,0,0,0,9000,0,0,0,9020,3020,0,0,0,0,0,0,0,0,0,3000,0,0,0,1,1,0,0,0,0,0,true
uflquad-nopsc-30-100,9031,3102,21060,6001,24060,103546,0,0,0,0,9000,0,0,0,9030,3030,0,0,0,0,0,0,0,0,0,3000,0,0,0,1,1,0,0,0,0,0,true
uflquad-nopsc-30-150,13531,4652,31560,9001,36060,160207,0,0,0,0,13500,0,0,0,13530,4530,0,0,0,0,0,0,0,0,0,4500,0,0,0,1,1,0,0,0,0,0,true
uflquad-nopsc-30-200,18031,6202,42060,12001,48060,203272,0,0,0,0,18000,0,0,0,18030,6030,0,0,0,0,0,0,0,0,0,6000,0,0,0,1,1,0,0,0,0,0,true
uflquad-nopsc-30-300,27031,9302,63060,18001,72060,309711,0,0,0,0,27000,0,0,0,27030,9030,0,0,0,0,0,0,0,0,0,9000,0,0,0,1,1,0,0,0,0,0,true
uflquad-psc-10-100,3011,1102,7020,3001,8020,35436,0,0,0,0,3000,0,0,0,3010,1010,0,0,0,0,0,0,0,0,0,1000,0,0,0,1,1,0,0,0,0,0,true
uflquad-psc-10-150,4511,1652,10520,4501,12020,55033,0,0,0,0,4500,0,0,0,4510,1510,0,0,0,0,0,0,0,0,0,1500,0,0,0,1,1,0,0,0,0,0,true
uflquad-psc-20-100,6021,2102,14040,6001,16040,70110,0,0,0,0,6000,0,0,0,6020,2020,0,0,0,0,0,0,0,0,0,2000,0,0,0,1,1,0,0,0,0,0,true
uflquad-psc-20-150,9021,3152,21040,9001,24040,105049,0,0,0,0,9000,0,0,0,9020,3020,0,0,0,0,0,0,0,0,0,3000,0,0,0,1,1,0,0,0,0,0,true
uflquad-psc-30-100,9031,3102,21060,9001,24060,102922,0,0,0,0,9000,0,0,0,9030,3030,0,0,0,0,0,0,0,0,0,3000,0,0,0,1,1,0,0,0,0,0,true
uflquad-psc-30-150,13531,4652,31560,13501,36060,158284,0,0,0,0,13500,0,0,0,13530,4530,0,0,0,0,0,0,0,0,0,4500,0,0,0,1,1,0,0,0,0,0,true
uflquad-psc-30-200,18031,6202,42060,18001,48060,202168,0,0,0,0,18000,0,0,0,18030,6030,0,0,0,0,0,0,0,0,0,6000,0,0,0,1,1,0,0,0,0,0,true
uflquad-psc-30-300,27031,9302,63060,27001,72060,308434,0,0,0,0,27000,0,0,0,27030,9030,0,0,0,0,0,0,0,0,0,9000,0,0,0,1,1,0,0,0,0,0,true
varun,1346,981,1032,5316,1472,24483,0,0,0,0,0,0,981,0,0,51,0,0,0,0,0,0,0,0,0,0,0,327,0,0,1,0,0,0,0,0,false
ven.17.4.39,136,0,459,0,952,3910,0,0,0,0,0,0,0,0,306,0,153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
ven_17,136,0,459,0,952,4108,0,0,0,0,0,0,0,0,306,0,153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
weak_clean_10_10_1,55,10,55,404,55,1281,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_10,55,10,55,404,55,1326,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_100,55,10,55,399,55,1312,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_11,55,10,55,406,55,1296,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_12,55,10,55,404,55,1294,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_13,55,10,55,414,55,1316,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_14,55,10,55,392,55,1306,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_15,55,10,55,406,55,1341,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_16,55,10,55,415,55,1322,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_17,55,10,55,398,55,1279,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_18,55,10,55,398,55,1300,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_19,55,10,55,405,55,1289,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_2,55,10,55,399,55,1318,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_20,55,10,55,406,55,1320,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_21,55,10,55,403,55,1304,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_22,55,10,55,406,55,1358,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_23,55,10,55,400,55,1336,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_24,55,10,55,407,55,1298,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_25,55,10,55,382,55,1265,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_26,55,10,55,404,55,1283,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_27,55,10,55,407,55,1319,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_28,55,10,55,393,55,1253,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_29,55,10,55,405,55,1318,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_3,55,10,55,390,55,1248,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_30,55,10,55,400,55,1292,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_31,55,10,55,399,55,1292,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_32,55,10,55,400,55,1289,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_33,55,10,55,406,55,1299,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_34,55,10,55,406,55,1327,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_35,55,10,55,407,55,1343,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_36,55,10,55,404,55,1289,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_37,55,10,55,400,55,1277,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_38,55,10,55,393,55,1265,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_39,55,10,55,402,55,1315,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_4,55,10,55,402,55,1318,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_40,55,10,55,395,55,1251,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_41,55,10,55,412,55,1333,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_42,55,10,55,406,55,1293,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_43,55,10,55,409,55,1347,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_44,55,10,55,405,55,1303,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_45,55,10,55,407,55,1313,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_46,55,10,55,404,55,1300,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_47,55,10,55,404,55,1293,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_48,55,10,55,400,55,1314,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_49,55,10,55,409,55,1303,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_5,55,10,55,412,55,1306,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_50,55,10,55,406,55,1328,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_51,55,10,55,411,55,1315,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_52,55,10,55,411,55,1350,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_53,55,10,55,407,55,1302,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_54,55,10,55,401,55,1295,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_55,55,10,55,401,55,1305,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_56,55,10,55,410,55,1331,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_57,55,10,55,399,55,1295,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_58,55,10,55,406,55,1341,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_59,55,10,55,396,55,1311,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_6,55,10,55,408,55,1318,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_60,55,10,55,398,55,1274,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_61,55,10,55,401,55,1308,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_62,55,10,55,402,55,1324,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_63,55,10,55,404,55,1304,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_64,55,10,55,402,55,1323,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_65,55,10,55,406,55,1326,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_66,55,10,55,412,55,1299,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_67,55,10,55,402,55,1290,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_68,55,10,55,397,55,1316,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_69,55,10,55,406,55,1286,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_7,55,10,55,395,55,1267,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_70,55,10,55,396,55,1314,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_71,55,10,55,396,55,1272,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_72,55,10,55,409,55,1300,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_73,55,10,55,405,55,1344,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_74,55,10,55,414,55,1350,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_75,55,10,55,407,55,1322,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_76,55,10,55,410,55,1321,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_77,55,10,55,406,55,1322,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_78,55,10,55,405,55,1294,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_79,55,10,55,411,55,1338,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_8,55,10,55,392,55,1259,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_80,55,10,55,412,55,1340,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_81,55,10,55,402,55,1286,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_82,55,10,55,393,55,1240,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_83,55,10,55,409,55,1343,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_84,55,10,55,400,55,1318,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_85,55,10,55,417,55,1377,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_86,55,10,55,410,55,1340,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_87,55,10,55,414,55,1305,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_88,55,10,55,407,55,1337,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_89,55,10,55,404,55,1294,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_9,55,10,55,408,55,1291,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_90,55,10,55,409,55,1300,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_91,55,10,55,413,55,1362,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_92,55,10,55,403,55,1291,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_93,55,10,55,405,55,1318,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_94,55,10,55,402,55,1315,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_95,55,10,55,403,55,1301,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_96,55,10,55,409,55,1326,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_97,55,10,55,413,55,1306,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_98,55,10,55,401,55,1318,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_10_10_99,55,10,55,403,55,1335,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_1,55,20,55,898,55,2758,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_10,55,20,55,912,55,2848,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_100,55,20,55,894,55,2813,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_11,55,20,55,906,55,2788,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_12,55,20,55,908,55,2796,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_13,55,20,55,904,55,2803,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_14,55,20,55,897,55,2811,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_15,55,20,55,908,55,2879,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_16,55,20,55,908,55,2797,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_17,55,20,55,889,55,2732,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_18,55,20,55,896,55,2790,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_19,55,20,55,897,55,2755,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_2,55,20,55,895,55,2787,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_20,55,20,55,916,55,2850,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_21,55,20,55,906,55,2793,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_22,55,20,55,911,55,2879,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_23,55,20,55,896,55,2833,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_24,55,20,55,920,55,2813,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_25,55,20,55,885,55,2761,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_26,55,20,55,897,55,2752,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_27,55,20,55,898,55,2793,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_28,55,20,55,894,55,2760,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_29,55,20,55,908,55,2829,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_3,55,20,55,895,55,2733,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_30,55,20,55,903,55,2776,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_31,55,20,55,907,55,2802,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_32,55,20,55,908,55,2787,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_33,55,20,55,901,55,2774,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_34,55,20,55,915,55,2884,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_35,55,20,55,911,55,2851,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_36,55,20,55,902,55,2773,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
weak_clean_20_10_37,55,20,55,893,55,2737,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
